"year","parent_entity","parent_type","commodity","production_value","production_unit","total_emissions_MtCO2e"
2000,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.375138693,"Million tonnes/yr",1.11289285246476
2001,"Singareni Collieries","State-owned Entity","Lignite Coal",2.265482397,"Million tonnes/yr",3.03395694571552
2001,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",27.27598836,"Million tonnes/yr",55.0726874380353
2001,"Singareni Collieries","State-owned Entity","Bituminous Coal",0.887440059,"Million tonnes/yr",2.40863569758669
2001,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.381789183,"Million tonnes/yr",1.13262230966151
2002,"Singareni Collieries","State-owned Entity","Lignite Coal",2.443812472,"Million tonnes/yr",3.2727783863026
2002,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",29.42304943,"Million tonnes/yr",59.4077979263463
2002,"Singareni Collieries","State-owned Entity","Bituminous Coal",0.957295933,"Million tonnes/yr",2.59823425142267
2002,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.411842161,"Million tonnes/yr",1.22177798737637
2003,"Singareni Collieries","State-owned Entity","Lignite Coal",2.489253443,"Million tonnes/yr",3.33363339438745
2003,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",29.9701503,"Million tonnes/yr",60.5124440646608
2003,"Singareni Collieries","State-owned Entity","Bituminous Coal",0.975096176,"Million tonnes/yr",2.64654658562565
2003,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.419500076,"Million tonnes/yr",1.24449608878076
2004,"Singareni Collieries","State-owned Entity","Lignite Coal",2.595723549,"Million tonnes/yr",3.4762192374898
2004,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",31.25203066,"Million tonnes/yr",63.1006764494042
2004,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.016802895,"Million tonnes/yr",2.75974441932026
2004,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.437442893,"Million tonnes/yr",1.29772555608176
2005,"Singareni Collieries","State-owned Entity","Lignite Coal",2.657193859,"Million tonnes/yr",3.55854089853062
2005,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",31.99212181,"Million tonnes/yr",64.5949874177788
2005,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.040882189,"Million tonnes/yr",2.82509897089013
2005,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.447802143,"Million tonnes/yr",1.32845748402472
2006,"Singareni Collieries","State-owned Entity","Lignite Coal",2.772560985,"Million tonnes/yr",3.7130417208272
2006,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",33.38112062,"Million tonnes/yr",67.3995016412529
2006,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.086074069,"Million tonnes/yr",2.9477560160676
2006,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.467244325,"Million tonnes/yr",1.38613499313765
2007,"Singareni Collieries","State-owned Entity","Lignite Coal",2.985574727,"Million tonnes/yr",3.99831187915179
2007,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",35.94576661,"Million tonnes/yr",72.5777538509367
2007,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.16951631,"Million tonnes/yr",3.17422985880319
2007,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.503142349,"Million tonnes/yr",1.49263068412522
2008,"Singareni Collieries","State-owned Entity","Lignite Coal",3.275426356,"Million tonnes/yr",4.3864841131078
2008,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",39.43552654,"Million tonnes/yr",79.6238947761366
2008,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.283057667,"Million tonnes/yr",3.48239688692991
2008,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.551989437,"Million tonnes/yr",1.63754128949143
2009,"Singareni Collieries","State-owned Entity","Lignite Coal",3.707703812,"Million tonnes/yr",4.9653944554897
2009,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",44.64006703,"Million tonnes/yr",90.132332742942
2009,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.452390403,"Million tonnes/yr",3.94198947412866
2009,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.624838759,"Million tonnes/yr",1.85365733210051
2010,"Singareni Collieries","State-owned Entity","Lignite Coal",3.774468216,"Million tonnes/yr",5.05480602077513
2010,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",45.44389808,"Million tonnes/yr",91.7553403342841
2010,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.478543511,"Million tonnes/yr",4.01297264520911
2010,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.636090193,"Million tonnes/yr",1.88703602833268
2011,"Singareni Collieries","State-owned Entity","Lignite Coal",3.83160031,"Million tonnes/yr",5.13131789905947
2011,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",46.13175791,"Million tonnes/yr",93.1441915435889
2011,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.500923428,"Million tonnes/yr",4.07371485134298
2011,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.645718348,"Million tonnes/yr",1.91559907736458
2012,"Singareni Collieries","State-owned Entity","Lignite Coal",3.911011716,"Million tonnes/yr",5.23766645737172
2012,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",47.08785652,"Million tonnes/yr",95.0746411102007
2012,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.53203065,"Million tonnes/yr",4.1581441765713
2012,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.659101112,"Million tonnes/yr",1.95530061356901
2013,"Singareni Collieries","State-owned Entity","Lignite Coal",3.711012621,"Million tonnes/yr",4.96982564597738
2013,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",44.67990447,"Million tonnes/yr",90.2127681373444
2013,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.453686537,"Million tonnes/yr",3.94550736200131
2013,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.625396374,"Million tonnes/yr",1.85531156228126
2014,"Singareni Collieries","State-owned Entity","Lignite Coal",3.863217814,"Million tonnes/yr",5.17366038028731
2014,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",46.5124268,"Million tonnes/yr",93.9127964615723
2014,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.513308711,"Million tonnes/yr",4.10733023128439
2014,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.651046671,"Million tonnes/yr",1.93140617136201
2015,"Singareni Collieries","State-owned Entity","Lignite Coal",4.439685794,"Million tonnes/yr",5.94567213117076
2015,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",53.45299449,"Million tonnes/yr",107.926430357767
2015,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.739124095,"Million tonnes/yr",4.7202245777257
2015,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.748195622,"Million tonnes/yr",2.21960990829924
2016,"Singareni Collieries","State-owned Entity","Lignite Coal",4.51027371,"Million tonnes/yr",6.04020418240867
2016,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",54.30285992,"Million tonnes/yr",109.642385525845
2016,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.766774959,"Million tonnes/yr",4.79527286681755
2016,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.760091412,"Million tonnes/yr",2.25490016204393
2017,"Singareni Collieries","State-owned Entity","Lignite Coal",4.559538193,"Million tonnes/yr",6.10617967644599
2017,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",54.89599517,"Million tonnes/yr",110.839979240895
2017,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.786072957,"Million tonnes/yr",4.84765031631778
2017,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.768393682,"Million tonnes/yr",2.27952981799423
2018,"Singareni Collieries","State-owned Entity","Lignite Coal",4.735272692,"Million tonnes/yr",6.3415250953947
2018,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",57.01180598,"Million tonnes/yr",115.11199262788
2018,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.854912086,"Million tonnes/yr",5.03448928286952
2018,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.798009243,"Million tonnes/yr",2.36738784696762
2019,"Singareni Collieries","State-owned Entity","Lignite Coal",4.707331642,"Million tonnes/yr",6.30410615855796
2019,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",56.67540091,"Million tonnes/yr",114.432760365856
2019,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.843966952,"Million tonnes/yr",5.00478266753262
2019,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.793300492,"Million tonnes/yr",2.35341878584511
2020,"Singareni Collieries","State-owned Entity","Lignite Coal",3.719100819,"Million tonnes/yr",4.98065744256645
2020,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",44.77728488,"Million tonnes/yr",90.4093879925715
2020,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.456854865,"Million tonnes/yr",3.95410664467406
2020,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.626759433,"Million tonnes/yr",1.85935523638605
2021,"Singareni Collieries","State-owned Entity","Lignite Coal",4.780860721,"Million tonnes/yr",6.40257704504091
2021,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",57.5606774,"Million tonnes/yr",116.220213666779
2021,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.872769935,"Million tonnes/yr",5.08295796776524
2021,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.80569194,"Million tonnes/yr",2.39017946707638
2022,"Singareni Collieries","State-owned Entity","Lignite Coal",4.936742369,"Million tonnes/yr",6.61133532508116
2022,"Singareni Collieries","State-owned Entity","Sub-Bituminous Coal",59.43746356,"Million tonnes/yr",120.009614667158
2022,"Singareni Collieries","State-owned Entity","Bituminous Coal",1.933832258,"Million tonnes/yr",5.24868960165283
2022,"Singareni Collieries","State-owned Entity","Metallurgical Coal",0.831961809,"Million tonnes/yr",2.46811210903204
1998,"Sinopec","State-owned Entity","Oil & NGL",115.896,"Million bbl/yr",46.2167631362311
1998,"Sinopec","State-owned Entity","Natural Gas",37.728,"Bcf/yr",2.75000864757164
1999,"Sinopec","State-owned Entity","Oil & NGL",241.45,"Million bbl/yr",96.2849232004814
1999,"Sinopec","State-owned Entity","Natural Gas",78.6,"Bcf/yr",5.72918468244092
2000,"Sinopec","State-owned Entity","Oil & NGL",247.35,"Million bbl/yr",98.6377127920443
2000,"Sinopec","State-owned Entity","Natural Gas",80.3,"Bcf/yr",5.85309834605605
2001,"Sinopec","State-owned Entity","Oil & NGL",269.16,"Million bbl/yr",107.335058722889
2001,"Sinopec","State-owned Entity","Natural Gas",162.8,"Bcf/yr",11.8665555509082
2002,"Sinopec","State-owned Entity","Oil & NGL",269.8,"Million bbl/yr",107.590276576889
2002,"Sinopec","State-owned Entity","Natural Gas",178.8,"Bcf/yr",13.0328017966977
2003,"Sinopec","State-owned Entity","Oil & NGL",270.96,"Million bbl/yr",108.052858937264
2003,"Sinopec","State-owned Entity","Natural Gas",187.7,"Bcf/yr",13.6815262709181
2004,"Sinopec","State-owned Entity","Oil & NGL",274.15,"Million bbl/yr",109.324960428296
2004,"Sinopec","State-owned Entity","Natural Gas",207,"Bcf/yr",15.0883108049017
2005,"Sinopec","State-owned Entity","Oil & NGL",278.82,"Million bbl/yr",111.187253206702
2005,"Sinopec","State-owned Entity","Natural Gas",221.9,"Bcf/yr",16.1743776212931
2006,"Sinopec","State-owned Entity","Oil & NGL",285.19,"Million bbl/yr",113.727468409796
2006,"Sinopec","State-owned Entity","Natural Gas",256.5,"Bcf/yr",18.6963851278129
2007,"Sinopec","State-owned Entity","Oil & NGL",291.67,"Million bbl/yr",116.311549181547
2007,"Sinopec","State-owned Entity","Natural Gas",282.6,"Bcf/yr",20.598824316257
2008,"Sinopec","State-owned Entity","Oil & NGL",332.02,"Million bbl/yr",132.402237320455
2008,"Sinopec","State-owned Entity","Natural Gas",293.07,"Bcf/yr",21.3619867033455
2009,"Sinopec","State-owned Entity","Oil & NGL",327.62,"Million bbl/yr",130.647614574205
2009,"Sinopec","State-owned Entity","Natural Gas",299.01,"Bcf/yr",21.7949556220949
2010,"Sinopec","State-owned Entity","Oil & NGL",327.85,"Million bbl/yr",130.739333490486
2010,"Sinopec","State-owned Entity","Natural Gas",441.39,"Bcf/yr",32.1730894018142
2011,"Sinopec","State-owned Entity","Oil & NGL",321.73,"Million bbl/yr",128.298812761611
2011,"Sinopec","State-owned Entity","Natural Gas",517.07,"Bcf/yr",37.6894341443986
2012,"Sinopec","State-owned Entity","Oil & NGL",513.46161,"Million bbl/yr",204.757140961878
2012,"Sinopec","State-owned Entity","Natural Gas",714.06256674,"Bcf/yr",52.0482992324587
2013,"Sinopec","State-owned Entity","Oil & NGL",565.92351,"Million bbl/yr",225.677787109948
2013,"Sinopec","State-owned Entity","Natural Gas",913.94358196,"Bcf/yr",66.6177044577661
2014,"Sinopec","State-owned Entity","Oil & NGL",577.0809,"Million bbl/yr",230.127107628763
2014,"Sinopec","State-owned Entity","Natural Gas",995.8736094,"Bcf/yr",72.5896161402243
2015,"Sinopec","State-owned Entity","Oil & NGL",581.29263,"Million bbl/yr",231.806652460368
2015,"Sinopec","State-owned Entity","Natural Gas",1049.90504991,"Bcf/yr",76.527988930811
2016,"Sinopec","State-owned Entity","Oil & NGL",518.33835,"Million bbl/yr",206.701877082685
2016,"Sinopec","State-owned Entity","Natural Gas",1126.89102397,"Bcf/yr",82.1395266324311
2017,"Sinopec","State-owned Entity","Oil & NGL",294.66,"Million bbl/yr",117.503895093203
2017,"Sinopec","State-owned Entity","Natural Gas",912.5,"Bcf/yr",66.5124812051824
2018,"Sinopec","State-owned Entity","Oil & NGL",288.51,"Million bbl/yr",115.051411027421
2018,"Sinopec","State-owned Entity","Natural Gas",977.32,"Bcf/yr",71.2372363084371
2019,"Sinopec","State-owned Entity","Oil & NGL",284.22,"Million bbl/yr",113.340653849827
2019,"Sinopec","State-owned Entity","Natural Gas",1047.78,"Bcf/yr",76.3730932133327
2020,"Sinopec","State-owned Entity","Oil & NGL",280.22,"Million bbl/yr",111.745542262327
2020,"Sinopec","State-owned Entity","Natural Gas",1072.33,"Bcf/yr",78.1625522967159
2021,"Sinopec","State-owned Entity","Oil & NGL",279.76,"Million bbl/yr",111.562104429765
2021,"Sinopec","State-owned Entity","Natural Gas",1199.44,"Bcf/yr",87.4276498156099
2022,"Sinopec","State-owned Entity","Oil & NGL",280.86,"Million bbl/yr",112.000760116327
2022,"Sinopec","State-owned Entity","Natural Gas",1248.75,"Bcf/yr",91.0218749643524
1993,"Slovakia","Nation State","Lignite Coal",3.54703198734258,"Million tonnes/yr",4.75022112240811
1994,"Slovakia","Nation State","Lignite Coal",3.63403277192076,"Million tonnes/yr",4.86673345329322
1995,"Slovakia","Nation State","Lignite Coal",3.75903389918826,"Million tonnes/yr",5.03413622755345
1996,"Slovakia","Nation State","Lignite Coal",3.82903453045806,"Million tonnes/yr",5.12788178113917
1997,"Slovakia","Nation State","Lignite Coal",3.9150353060181,"Million tonnes/yr",5.2430548898302
1998,"Slovakia","Nation State","Lignite Coal",3.95103563067114,"Million tonnes/yr",5.29126688881715
1999,"Slovakia","Nation State","Lignite Coal",3.74803379998872,"Million tonnes/yr",5.01940478341855
2000,"Slovakia","Nation State","Lignite Coal",3.64803289817472,"Million tonnes/yr",4.88548256401037
2001,"Slovakia","Nation State","Lignite Coal",3.42403087811136,"Million tonnes/yr",4.58549679253605
2002,"Slovakia","Nation State","Lignite Coal",3.40403069774856,"Million tonnes/yr",4.55871234865441
2003,"Slovakia","Nation State","Lignite Coal",3.09702792917958,"Million tonnes/yr",4.1475711350713
2004,"Slovakia","Nation State","Lignite Coal",2.95202662154928,"Million tonnes/yr",3.95338391692944
2005,"Slovakia","Nation State","Lignite Coal",2.51102264454954,"Million tonnes/yr",3.36278692933937
2006,"Slovakia","Nation State","Lignite Coal",2.20101984892614,"Million tonnes/yr",2.94762804917402
2007,"Slovakia","Nation State","Lignite Coal",2.11101903729354,"Million tonnes/yr",2.82709805170666
2008,"Slovakia","Nation State","Lignite Coal",2.42302185095322,"Million tonnes/yr",3.24493537626018
2009,"Slovakia","Nation State","Lignite Coal",2.57302320367422,"Million tonnes/yr",3.44581870537244
2010,"Slovakia","Nation State","Lignite Coal",2.37802144513692,"Million tonnes/yr",3.1846703775265
2011,"Slovakia","Nation State","Lignite Coal",2.37602142710064,"Million tonnes/yr",3.18199193313833
2012,"Slovakia","Nation State","Lignite Coal",2.29202066957688,"Million tonnes/yr",3.06949726883546
2013,"Slovakia","Nation State","Lignite Coal",2.35302121968342,"Million tonnes/yr",3.15118982267445
2014,"Slovakia","Nation State","Lignite Coal",2.18801973169032,"Million tonnes/yr",2.93021816065096
2015,"Slovakia","Nation State","Lignite Coal",1.93901748617346,"Million tonnes/yr",2.59675183432459
2016,"Slovakia","Nation State","Lignite Coal",1.84701665650458,"Million tonnes/yr",2.47354339246907
2017,"Slovakia","Nation State","Lignite Coal",1.83401653926876,"Million tonnes/yr",2.456133503946
2018,"Slovakia","Nation State","Lignite Coal",1.50201354524628,"Million tonnes/yr",2.01151173551085
2019,"Slovakia","Nation State","Lignite Coal",1.4650132115751,"Million tonnes/yr",1.96196051432982
2020,"Slovakia","Nation State","Lignite Coal",0.98100884679534,"Million tonnes/yr",1.31377697239424
2021,"Slovakia","Nation State","Lignite Coal",1.07400968548236,"Million tonnes/yr",1.43832463644384
2022,"Slovakia","Nation State","Lignite Coal",1.07400968548236,"Million tonnes/yr",1.43832463644384
1994,"SM Energy","Investor-owned Company","Oil & NGL",0.937,"Million bbl/yr",0.373654889371924
1994,"SM Energy","Investor-owned Company","Natural Gas",12.577,"Bcf/yr",0.916742439580909
1995,"SM Energy","Investor-owned Company","Oil & NGL",1.044,"Million bbl/yr",0.416324124337555
1995,"SM Energy","Investor-owned Company","Natural Gas",12.434,"Bcf/yr",0.906319113759165
1996,"SM Energy","Investor-owned Company","Oil & NGL",1.186,"Million bbl/yr",0.472950585693812
1996,"SM Energy","Investor-owned Company","Natural Gas",15.563,"Bcf/yr",1.13439314520137
1997,"SM Energy","Investor-owned Company","Oil & NGL",1.188,"Million bbl/yr",0.473748141487563
1997,"SM Energy","Investor-owned Company","Natural Gas",22.9,"Bcf/yr",1.66918993928622
1998,"SM Energy","Investor-owned Company","Oil & NGL",1.275,"Million bbl/yr",0.508441818515692
1998,"SM Energy","Investor-owned Company","Natural Gas",25.44,"Bcf/yr",1.8543315308053
1999,"SM Energy","Investor-owned Company","Oil & NGL",1.383,"Million bbl/yr",0.551509831378198
1999,"SM Energy","Investor-owned Company","Natural Gas",22.805,"Bcf/yr",1.66226535220185
2000,"SM Energy","Investor-owned Company","Oil & NGL",2.398,"Million bbl/yr",0.956269396706376
2000,"SM Energy","Investor-owned Company","Natural Gas",38.346,"Bcf/yr",2.79505490881526
2001,"SM Energy","Investor-owned Company","Oil & NGL",2.434,"Million bbl/yr",0.970625400993878
2001,"SM Energy","Investor-owned Company","Natural Gas",39.491,"Bcf/yr",2.87851440577957
2002,"SM Energy","Investor-owned Company","Oil & NGL",2.815,"Million bbl/yr",1.12255977970327
2002,"SM Energy","Investor-owned Company","Natural Gas",38.164,"Bcf/yr",2.7817888577694
2003,"SM Energy","Investor-owned Company","Oil & NGL",4.541,"Million bbl/yr",1.81085042970961
2003,"SM Energy","Investor-owned Company","Natural Gas",49.663,"Bcf/yr",3.61995545654025
2004,"SM Energy","Investor-owned Company","Oil & NGL",4.799,"Million bbl/yr",1.91373512710338
2004,"SM Energy","Investor-owned Company","Natural Gas",46.598,"Bcf/yr",3.3965464100812
2005,"SM Energy","Investor-owned Company","Oil & NGL",5.927,"Million bbl/yr",2.36355659477844
2005,"SM Energy","Investor-owned Company","Natural Gas",51.808,"Bcf/yr",3.7763053438664
2006,"SM Energy","Investor-owned Company","Oil & NGL",6.1,"Million bbl/yr",2.43254517093782
2006,"SM Energy","Investor-owned Company","Natural Gas",56.4,"Bcf/yr",4.11101801640799
2007,"SM Energy","Investor-owned Company","Oil & NGL",6.9,"Million bbl/yr",2.75156748843786
2007,"SM Energy","Investor-owned Company","Natural Gas",66.1,"Bcf/yr",4.81805480291787
2008,"SM Energy","Investor-owned Company","Oil & NGL",6.6,"Million bbl/yr",2.63193411937535
2008,"SM Energy","Investor-owned Company","Natural Gas",74.9,"Bcf/yr",5.4594902381021
2009,"SM Energy","Investor-owned Company","Oil & NGL",6.3,"Million bbl/yr",2.51230075031283
2009,"SM Energy","Investor-owned Company","Natural Gas",71.1,"Bcf/yr",5.18250675472709
2010,"SM Energy","Investor-owned Company","Oil & NGL",6.4,"Million bbl/yr",2.55217854000034
2010,"SM Energy","Investor-owned Company","Natural Gas",71.9,"Bcf/yr",5.24081906701657
2011,"SM Energy","Investor-owned Company","Oil & NGL",11.6,"Million bbl/yr",4.62582360375061
2011,"SM Energy","Investor-owned Company","Natural Gas",100.3,"Bcf/yr",7.31090615329293
2012,"SM Energy","Investor-owned Company","Oil & NGL",16.5,"Million bbl/yr",6.57983529843837
2012,"SM Energy","Investor-owned Company","Natural Gas",120,"Bcf/yr",8.74684684342125
2013,"SM Energy","Investor-owned Company","Oil & NGL",23.4,"Million bbl/yr",9.33140278687623
2013,"SM Energy","Investor-owned Company","Natural Gas",149.3,"Bcf/yr",10.8825352810233
2014,"SM Energy","Investor-owned Company","Oil & NGL",29.7,"Million bbl/yr",11.8437035371891
2014,"SM Energy","Investor-owned Company","Natural Gas",152.9,"Bcf/yr",11.1449406863259
2015,"SM Energy","Investor-owned Company","Oil & NGL",35.3,"Million bbl/yr",14.0768597596894
2015,"SM Energy","Investor-owned Company","Natural Gas",173.6,"Bcf/yr",12.6537717668161
2016,"SM Energy","Investor-owned Company","Oil & NGL",30.8,"Million bbl/yr",12.2823592237516
2016,"SM Energy","Investor-owned Company","Natural Gas",146.9,"Bcf/yr",10.7075983441548
2017,"SM Energy","Investor-owned Company","Oil & NGL",24,"Million bbl/yr",9.57066952500126
2017,"SM Energy","Investor-owned Company","Natural Gas",123,"Bcf/yr",8.96551801450678
2018,"SM Energy","Investor-owned Company","Oil & NGL",26.7,"Million bbl/yr",10.6473698465639
2018,"SM Energy","Investor-owned Company","Natural Gas",103.2,"Bcf/yr",7.52228828534228
2019,"SM Energy","Investor-owned Company","Oil & NGL",30,"Million bbl/yr",11.9633369062516
2019,"SM Energy","Investor-owned Company","Natural Gas",109.8,"Bcf/yr",8.00336486173044
2020,"SM Energy","Investor-owned Company","Oil & NGL",29.1,"Million bbl/yr",11.604436799064
2020,"SM Energy","Investor-owned Company","Natural Gas",103.9,"Bcf/yr",7.57331155859557
2021,"SM Energy","Investor-owned Company","Oil & NGL",33.3,"Million bbl/yr",13.2793039659393
2021,"SM Energy","Investor-owned Company","Natural Gas",108.4,"Bcf/yr",7.90131831522386
2022,"SM Energy","Investor-owned Company","Oil & NGL",32,"Million bbl/yr",12.7608927000017
2022,"SM Energy","Investor-owned Company","Natural Gas",125.9,"Bcf/yr",9.17690014655613
1959,"Sonangol","State-owned Entity","Oil & NGL",0.0361,"Million bbl/yr",0.0143958820771894
1960,"Sonangol","State-owned Entity","Oil & NGL",0.0477,"Million bbl/yr",0.01902170568094
1961,"Sonangol","State-owned Entity","Oil & NGL",0.0757,"Million bbl/yr",0.0301874867934415
1962,"Sonangol","State-owned Entity","Oil & NGL",0.3404,"Million bbl/yr",0.135743996096268
1963,"Sonangol","State-owned Entity","Oil & NGL",0.5776,"Million bbl/yr",0.23033411323503
1964,"Sonangol","State-owned Entity","Oil & NGL",0.6535,"Million bbl/yr",0.260601355607847
1965,"Sonangol","State-owned Entity","Oil & NGL",0.4734,"Million bbl/yr",0.18878145638065
1966,"Sonangol","State-owned Entity","Oil & NGL",0.4549,"Million bbl/yr",0.181404065288461
1967,"Sonangol","State-owned Entity","Oil & NGL",0.3885,"Million bbl/yr",0.154925212935958
1968,"Sonangol","State-owned Entity","Oil & NGL",0.3401,"Million bbl/yr",0.135624362727205
1969,"Sonangol","State-owned Entity","Oil & NGL",1.7456,"Million bbl/yr",0.696106696785092
1969,"Sonangol","State-owned Entity","Natural Gas",0.0766,"Bcf/yr",0.00558340390171723
1970,"Sonangol","State-owned Entity","Oil & NGL",4.088,"Million bbl/yr",1.63020404242522
1970,"Sonangol","State-owned Entity","Natural Gas",0.15,"Bcf/yr",0.0109335585542766
1971,"Sonangol","State-owned Entity","Oil & NGL",3.3945,"Million bbl/yr",1.35365157094237
1971,"Sonangol","State-owned Entity","Natural Gas",0.17,"Bcf/yr",0.0123913663615134
1972,"Sonangol","State-owned Entity","Oil & NGL",5.11,"Million bbl/yr",2.03775505303152
1972,"Sonangol","State-owned Entity","Natural Gas",0.2,"Bcf/yr",0.0145780780723687
1973,"Sonangol","State-owned Entity","Oil & NGL",5.913,"Million bbl/yr",2.35797370422219
1973,"Sonangol","State-owned Entity","Natural Gas",0.23,"Bcf/yr",0.0167647897832241
1974,"Sonangol","State-owned Entity","Oil & NGL",6.1685,"Million bbl/yr",2.45986145687376
1974,"Sonangol","State-owned Entity","Natural Gas",0.24,"Bcf/yr",0.0174936936868425
1975,"Sonangol","State-owned Entity","Oil & NGL",6.0225,"Million bbl/yr",2.40163988393
1975,"Sonangol","State-owned Entity","Natural Gas",0.23,"Bcf/yr",0.0167647897832241
1976,"Sonangol","State-owned Entity","Oil & NGL",10.0521,"Million bbl/yr",4.00855529717772
1976,"Sonangol","State-owned Entity","Natural Gas",0.51,"Bcf/yr",0.0371740990845403
1977,"Sonangol","State-owned Entity","Oil & NGL",36.1131,"Million bbl/yr",14.4011060676385
1977,"Sonangol","State-owned Entity","Natural Gas",1.93545,"Bcf/yr",0.14107570602583
1978,"Sonangol","State-owned Entity","Oil & NGL",24.38565,"Million bbl/yr",9.72445822093113
1978,"Sonangol","State-owned Entity","Natural Gas",2.8509,"Bcf/yr",0.20780321388258
1979,"Sonangol","State-owned Entity","Oil & NGL",27.36405,"Million bbl/yr",10.9121783089838
1979,"Sonangol","State-owned Entity","Natural Gas",3.76635,"Bcf/yr",0.27453072173933
1980,"Sonangol","State-owned Entity","Oil & NGL",27.9225,"Million bbl/yr",11.1348758254937
1980,"Sonangol","State-owned Entity","Natural Gas",4.6818,"Bcf/yr",0.34125822959608
1981,"Sonangol","State-owned Entity","Oil & NGL",24.1995,"Million bbl/yr",9.65022571542784
1981,"Sonangol","State-owned Entity","Natural Gas",4.488,"Bcf/yr",0.327132071943955
1982,"Sonangol","State-owned Entity","Oil & NGL",22.7103,"Million bbl/yr",9.05636567140151
1982,"Sonangol","State-owned Entity","Natural Gas",5.1,"Bcf/yr",0.371740990845403
1983,"Sonangol","State-owned Entity","Oil & NGL",32.949570008925,"Million bbl/yr",13.1395602310964
1983,"Sonangol","State-owned Entity","Natural Gas",6.12,"Bcf/yr",0.446089189014484
1984,"Sonangol","State-owned Entity","Oil & NGL",38.72377746573,"Million bbl/yr",15.4421865368414
1984,"Sonangol","State-owned Entity","Natural Gas",6.12,"Bcf/yr",0.446089189014484
1985,"Sonangol","State-owned Entity","Oil & NGL",43.000664798925,"Million bbl/yr",17.1477146727444
1985,"Sonangol","State-owned Entity","Natural Gas",6.63,"Bcf/yr",0.483263288099024
1986,"Sonangol","State-owned Entity","Oil & NGL",52.49435558439,"Million bbl/yr",20.9335887177542
1986,"Sonangol","State-owned Entity","Natural Gas",7.14,"Bcf/yr",0.520437387183564
1987,"Sonangol","State-owned Entity","Oil & NGL",67.014034679745,"Million bbl/yr",26.7237158107006
1987,"Sonangol","State-owned Entity","Natural Gas",8.16,"Bcf/yr",0.594785585352645
